HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,TypedURLs,User Activity,ROOT\Software\Microsoft\Internet Explorer\TypedURLs,url1,(plugin),http://go.microsoft.com/fwlink/p/?LinkId=255141,"Timestamp: ",Slack: ̀,Internet Explorer/Edge Typed URLs,False,False,2018-09-15 07:35:59.0455195,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\mout\Registry\20210829202750\20210829202750_TypedURLs__E_Users_Default_NTUSER.DAT.csv
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,AppData,RegExpandSz,%USERPROFILE%\AppData\Roaming,,,Displays where a user's Shell folders are mapped to,False,False,2018-09-15 07:35:59.0455195,
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Cache,RegExpandSz,%USERPROFILE%\AppData\Local\Microsoft\Windows\INetCache,,,Displays where a user's Shell folders are mapped to,False,False,2018-09-15 07:35:59.0455195,
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Cookies,RegExpandSz,%USERPROFILE%\AppData\Local\Microsoft\Windows\INetCookies,,,Displays where a user's Shell folders are mapped to,False,False,2018-09-15 07:35:59.0455195,
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Desktop,RegExpandSz,%USERPROFILE%\Desktop,,,Displays where a user's Shell folders are mapped to,False,False,2018-09-15 07:35:59.0455195,
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Favorites,RegExpandSz,%USERPROFILE%\Favorites,,,Displays where a user's Shell folders are mapped to,False,False,2018-09-15 07:35:59.0455195,
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,History,RegExpandSz,%USERPROFILE%\AppData\Local\Microsoft\Windows\History,,,Displays where a user's Shell folders are mapped to,False,False,2018-09-15 07:35:59.0455195,
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Local AppData,RegExpandSz,%USERPROFILE%\AppData\Local,,,Displays where a user's Shell folders are mapped to,False,False,2018-09-15 07:35:59.0455195,
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Music,RegExpandSz,%USERPROFILE%\Music,,,Displays where a user's Shell folders are mapped to,False,False,2018-09-15 07:35:59.0455195,
M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Pictures,RegExpandSz,%USERPROFILE%\Pictures,,,Displays where a user's Shell folders are mapped to,False,False,2018-09-15 07:35:59.0455195,
